bug_report_id,bug_report_desc,bug_report_time
HAL-1509,"Creation of Distributed Cache on Infinispan subsystem fails with:
""WFLYCTL0369: Required capabilities are not available:
    org.wildfly.clustering.infinispan.transport.channel.test-container; Possible registration points for this capability: 
		/subsystem=infinispan/cache-container=*/transport=jgroups""

Note that it also fails for Invalidation Cache and Replicated Cache. It works for Local Cache",2018/08/17 7:43 AM
HAL-1506,"There are some cases where the attributes listed in the alternatives metadata doesn't exist (see WFCORE-4042). 
In HAL when an user changes a form and save, there is a check and operation to undefine the attribute listed in the ""alternatives"" metadata, if the attribute doesn't exist then there is an exception. We should skip the undefine operation if the attribute doesn't exist.
",2018/08/16 12:50 PM
HAL-1505,"When using the web console in Firefox, requests for *http://<console-host>:<console-port>/console/js/polyfill.js* are being responded with the 404 error code. This problem causes UI problems and the whole web console is unusable. Requests for *polyfill.min.js* are getting the correct status code.",2018/08/16 5:23 AM
HAL-1504,"The modcluster update of WFLY-10440 adds two new resources:
load-provider=dynamic
load-provider=simple

The dynamic-load-provider=configuration is an alias to load-provider=dynamic.

We should update HAL to use the new resource names and not use dynamic-load-provider=configuration
",2018/08/15 10:09 AM
HAL-1492,This is regression compared to HAL 2.9,2018/07/25 10:48 AM
HAL-1482,The CSS styles of the steps in the wizard header are broken. Seems that this is related to an PatternFly upgrade.,2018/06/26 2:33 PM
HAL-1479,"Clicking 'Cancel' in the forms for 'Servlet Container / Mime Mapping' and 'Servlet Container / Welcome File' results in an internal error:

{code}
Model must not be undefined in form(undertow-servlet-container-mime-mapping-form).cancel()
{code}",2018/06/21 9:54 AM
HAL-1472,"The wizard for xa datasource, on the screen to add the xa properties, there are some characters not allowed in the textfield as: @ ; = ?

Some of these characters are needed for connection url for oracle, microsoft sql, sybase.",2018/06/07 9:45 AM
HAL-1470,"In domain mode only, host -> server -> security -> security realms -> filesystem realm, add an identitty with attributes, the operation doesn't return success or error.

After investigation it turns out there is a bug WFCORE-3876 on filesystem-realm add-identity and add-identity-attribute, it blocks the operation and other operations. Instead to run the write operations as composite, use the Flow Task api.",2018/05/23 9:46 AM
HAL-1460,"In standalone mode, the deployment ""view"" action shows two tabs ""Content"" and ""Management Model"", for unmanaged deployments the content navigation is not supported in the management api, but the runtime model navigation is supported. We must disable the ""Content"" navigation tab for unmanaged deployments.",2018/05/03 10:30 AM
HAL-1456,"The line ""Product Name"" is added twice to the about dialog.",2018/04/27 4:24 AM
HAL-1454,"The user is unable to edit Process ID Socket Max Ports in the Web Console. Additionally, the UI does not provide a meaningful message. 
Setting the ""process-id-socket-max-ports"" works fine using the CLI
This is a regression against the old web console.",2018/04/24 11:32 AM
HAL-1451,"To test if a value is an expression of the form {{""${my.expression}""}} AbstractItem uses {{value.startsWith(""${"") && value.endsWith(""}"")}} but wildfly accepts the {{${}}}  pattern anywhere in the string, for example {{some/${my.expression}/directory}}, but as HAL only validates the start and end of string, then it is incorrect. HAL should accept the latter as a pattern to test if a value is an expression. One example is the ""path"" attribute of {{/subsystem=undertow/configuration=handler/file=welcome-content}} resource.

HAL should fix this in form components and the Expression Resolver dialog (tools menu).",2018/04/23 3:11 PM
HAL-1449,"When editing attributes of Undertow's file handler, the ""path"" value is getting discarded, which leads to the inability of editing the file handler. The user must specify the value manually",2018/04/23 7:50 AM
HAL-1448,"When creating new Response Header for undertow filter, the ""name"" field is not present in the form, the rest of the required fields is available. When the response header is added, the table does not contain the ""name"" field as well. 
This field is available when adding response header using CLI.
This behaviour is a regression against the old Web Console",2018/04/23 7:37 AM
HAL-1447,Attributes in subsystems like JPA or EJB are rendered as read-only although the metadata says read-write.,2018/04/20 12:07 PM
HAL-1443,"I suggest removing empty thread pool tabs in JGroups stack transport. They empty since internal, oob and timer thread pool executors are deprecated now. See e.g. https://wildscribe.github.io/WildFly/12.0/subsystem/jgroups/stack/transport/index.html ",2018/04/16 11:17 AM
HAL-1441,"Using 0.9.4-SNAPSHOT new console it's not possible to create the credential store since Add credential store is missing Location input.

Trying to create credential store without location attr specified leads to 
{code}
""WFLYELY00921: Location parameter is not specified for filebased keystore type 'JCEKS'""
{code}

This is a regression compared to old console ver. 2.9.16.Final.",2018/04/13 11:06 AM
HAL-1440,"After Tests connection button in Add datasource wizard there is 
* no way how to get to Review page, 
* no info that Test connection button click already created the datasource what is not intuitive. This is especially important due to the fact that the created datasource doesn't appear in the Datasource column after clicking the only available button Close despite it was actually created and
* not possible to get rid of temporarily created datasource by clicking Cancel button.

Tested with the current build of Wildfly 13 patched with the current build of HAL console.",2018/04/12 9:26 AM
HAL-1439,"Try to edit a scoped role, there is an error message:
{code}""WFLYCTL0155: 'steps' may not be null""{code}
",2018/04/11 2:42 PM
HAL-1438,The add dialog for host and server-group scoped roles doesn't set the include-all attribute when user sets it to true.,2018/04/11 2:28 PM
HAL-1404,"Changes to Infinispan subsystem in WF12:

* cache-container=* jndi-name attribute deprecated
* local/invalidation/replicated/distributed-cache=* jndi-name deprecated
* invalidation/replicated/distributed-cache=* mode deprecated
** Caches are always SYNC
* component=eviction renamed to memory=object
** max-entries attribute renamed to size
** strategy attribute deprecated
*** LRU = size > 0
*** NONE = size <= 0
* New resources:
** memory=binary
*** Cache entries stores as byte[] instead of object references
** memory=off-heap
*** Cache entries stored off-heap in native memory
* store=string-keyed-jdbc-store renamed to store=jdbc
* store=binary-keyed-jdbc-store and store=mixed-keyed-jdbc-store remain deprecated but implementations dropped - implemented as store=jdbc
* component=backup-for deprecated
** Backup cache names should match cache name
* store=jdbc/table=string batch-size attribute replaced by store=* max-batch-size attribute

This leads to the error 
{code}
Missing metadata: [resource description] @ {selected.profile}/subsystem=infinispan/cache-container=/distributed-cache=/component=eviction
{code}",2018/03/29 3:30 AM
HAL-1401,"Throws an error:

{code}
(TypeError) : Cannot read property 'replace' of undefined
{code}",2018/03/29 3:27 AM
HAL-1398,The bootstrap error screen contains an empty error message when connecting to a WildFly instance without users.,2018/03/29 3:22 AM
HAL-1396,When selecting a singleton resource in the tree on the left. There's an error about missing metadata. ,2018/03/29 3:04 AM
HAL-1280,"For example:
{{/subsystems=infinispan/cache-container=\*/local-cache=\*/store=binary-jdbc}}

The binary store has a {{data-source}} attribute that is both nillable and required - which is allowed as long as it has alternatives. However the alternative is {{datasource}} which is deprecated.

Either the {{data-source}} item should be marked as required or the {{datasource}} should be displayed.",2017/02/01 8:49 AM
HAL-1155,"When creating an Oracle XA Datasource using the wizard in the Administration Console, and specifying a JDBC driver which was uploaded as a new deployment, the wizard does not add the element <xa-datasource-class> in the datasource configuration, which causes Test Connection to fail with: ""WFLYJCA0040: failed to invoke operation: WFLYJCA0047: Connection is not valid"", and the stack trace below.

The wizard ought to either ask to provide the class name, or inspect the .jar to find it by itself (I'd assume most JDBC drivers come with at most 1 implementation of javax.sql.XADataSource).

11:24:01,853 ERROR [org.jboss.jca.core.tx.jbossts.XAResourceRecoveryImpl] (Periodic Recovery) IJ000906: Error during crash recovery: java:/XAOracleDS (IJ0310
84: Unable to create connection): javax.resource.ResourceException: IJ031084: Unable to create connection
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory.getXAManagedConnection(XAManagedConnectionFactory.java:509)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory$1$1.run(XAManagedConnectionFactory.java:395)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory$1$1.run(XAManagedConnectionFactory.java:392)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:422)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory$1.run(XAManagedConnectionFactory.java:391)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory$1.run(XAManagedConnectionFactory.java:388)
        at java.security.AccessController.doPrivileged(Native Method)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory.createManagedConnection(XAManagedConnectionFactory.java:387)
        at org.jboss.jca.core.tx.jbossts.XAResourceRecoveryImpl.open(XAResourceRecoveryImpl.java:355)
        at org.jboss.jca.core.tx.jbossts.XAResourceRecoveryImpl.getXAResources(XAResourceRecoveryImpl.java:193)
        at com.arjuna.ats.internal.jbossatx.jta.XAResourceRecoveryHelperWrapper.getXAResources(XAResourceRecoveryHelperWrapper.java:51)
        at com.arjuna.ats.internal.jta.recovery.arjunacore.XARecoveryModule.resourceInitiatedRecoveryForRecoveryHelpers(XARecoveryModule.java:519)
        at com.arjuna.ats.internal.jta.recovery.arjunacore.XARecoveryModule.periodicWorkFirstPass(XARecoveryModule.java:185)
        at com.arjuna.ats.internal.arjuna.recovery.PeriodicRecovery.doWorkInternal(PeriodicRecovery.java:747)
        at com.arjuna.ats.internal.arjuna.recovery.PeriodicRecovery.run(PeriodicRecovery.java:375)
Caused by: javax.resource.ResourceException: IJ031101: XADataSourceClass is undefined
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory.getXADataSource(XAManagedConnectionFactory.java:621)
        at org.jboss.jca.adapters.jdbc.xa.XAManagedConnectionFactory.getXAManagedConnection(XAManagedConnectionFactory.java:492)
        ... 15 more
",2016/07/07 7:15 AM
